s.no,restaurant_name,restaurant_type,rate,num_of_ratings,avg_cost,online_order,table_booking,cuisines_type,area,local_address,cuisine_count,price_category
1834,Dhaba Estd 1986 Delhi,22,4.3,1.8544578344995015,1.2160986167236671,1,1,200,23,Marathahalli,0.48047071246461687,3
1835,Dhaba Express,80,3.7,-0.026887775193444357,-0.3017506270014041,1,0,341,6,HSR,1.2871210933864277,2
1836,Dhaba Shaba,68,3.2,-0.21603562823259154,-0.6270040363710622,1,0,1672,3,Sarjapur Road,-0.3261796684571938,0
1837,Dhaba Social,21,4.0,0.46287005856863317,0.34875619173791217,1,0,1455,5,Brookefield,-1.1328300493790044,3
1838,Dhabeliwala,52,3.8,-0.24474557021174778,-0.6270040363710622,1,0,2103,1,JP Nagar,0.48047071246461687,0
1839,Dhadoom,46,2.8,-0.2515008506774316,-0.1933328238781847,0,0,1235,29,Whitefield,1.2871210933864277,1
1840,Dhanalakshmi Grand,68,4.0,-0.19914742706838195,-0.5185862332478428,1,0,2046,22,Malleshwaram,-0.3261796684571938,0
1841,Dhanbad Food Stall,68,2.8,-0.2515008506774316,-0.7354218394942816,0,0,304,22,New BEL Road,0.48047071246461687,0
1842,Dhang Ka Khana,68,3.7,-0.2616337713759574,-0.7354218394942816,1,0,1455,16,Ejipura,-1.1328300493790044,0
1843,Dhanya Nati Style Restaurant,68,3.1,-0.2565673110266945,-0.5185862332478428,0,0,1977,26,Rajajinagar,-1.1328300493790044,0
1844,Dharani Foods,21,3.7,-0.27514433230732505,-0.3017506270014041,0,0,1537,14,Banaswadi,0.48047071246461687,2
1845,Dharwad Line Bazar Mishra Pedha,77,3.4,-0.3122983748685861,-0.843839642617501,0,0,1397,22,Malleshwaram,-1.1328300493790044,0
1846,Dhuaan,14,3.8,-0.1349722626443856,0.5655917979843509,0,0,490,6,Koramangala 5th Block,-0.3261796684571938,3
1847,Dhyaana,14,4.3,-0.0606641775218635,0.13192058549147342,1,0,566,11,Indiranagar,0.48047071246461687,1
1848,Diabetics Dezire Sugarless Sweets and Bakes,40,3.3,-0.29709899382079746,-0.5185862332478428,1,0,984,0,Basavanagudi,-0.3261796684571938,0
1849,Dialogues,14,4.0,-0.10119586031596646,0.13192058549147342,0,0,490,1,JP Nagar,-0.3261796684571938,1
1850,Dice N Dine,23,4.3,2.7208225542234525,0.7824274042307897,1,1,837,6,Koramangala 5th Block,2.0937714743082383,3
1851,Didi's Kitchen,33,3.1,-0.3055430944029022,-0.3017506270014041,1,0,1565,14,Nagawara,0.48047071246461687,2
1852,Dil Punjabi,68,2.6,-0.05222007693975871,-0.5185862332478428,1,0,1455,5,Marathahalli,-1.1328300493790044,0
1853,Dil Se Dilli,21,3.8,0.155504797380019,0.34875619173791217,1,0,1733,5,Whitefield,-0.3261796684571938,3
1854,Dil Se Punjabi,21,3.0,-0.14003872299364847,0.023502782368254035,1,0,1743,22,RT Nagar,0.48047071246461687,1
1855,Diletto,21,3.5,-0.29203253347153457,0.5655917979843509,0,0,1516,1,Bannerghatta Road,-0.3261796684571938,3
1856,Dilish Kitchens,21,3.7,-0.2717666920744831,-0.08491502075496535,0,0,1516,1,BTM,-0.3261796684571938,1
1857,Dilli 6,21,3.2,-0.27514433230732505,-0.1933328238781847,0,0,1516,8,Electronic City,-0.3261796684571938,1
1858,Dilli Darbar,21,3.4,0.3091874279743261,-0.08491502075496535,1,0,1537,5,Whitefield,0.48047071246461687,1
1859,Dilli Dil Se,21,3.6,-0.2852772530058508,-0.3017506270014041,1,0,1455,5,Whitefield,-1.1328300493790044,2
1860,Dilli Dil Se..,68,3.8,-0.14510518334291134,-0.3017506270014041,1,0,1455,14,Nagawara,-1.1328300493790044,2
1861,Dilli Galli,68,3.6,-0.24643439032816875,-0.7354218394942816,1,0,1455,29,Whitefield,-1.1328300493790044,0
1862,Dilli Highway,33,3.0,-0.27683315242374595,-0.3017506270014041,0,0,1455,14,Kammanahalli,-1.1328300493790044,2
1863,Dilli in a Box,80,3.7,-0.3072319145193232,-0.3017506270014041,1,0,1076,6,Koramangala 7th Block,-0.3261796684571938,2
1864,Dilli6 Paratha,80,3.0,-0.3122983748685861,-0.7354218394942816,1,0,1516,10,HSR,-0.3261796684571938,0
1865,DilliBite,68,3.5,-0.2633225914923783,0.13192058549147342,1,0,1516,11,Ulsoor,-0.3261796684571938,1
1866,Dindigul Thalappakatti,21,2.8,-0.2515008506774316,0.5655917979843509,1,0,334,4,MG Road,1.2871210933864277,3
1867,Dindigul Time Pass Restaurant,21,3.2,-0.12483934194585986,0.34875619173791217,1,0,2052,6,HSR,1.2871210933864277,3
1868,Dine @ 9 Paratha Corner,68,3.6,-0.2633225914923783,-0.5185862332478428,0,0,1516,25,Indiranagar,-0.3261796684571938,0
1869,Dine Garden Family Restaurant,68,3.5,-0.21772444834901247,-0.3017506270014041,1,1,400,8,Electronic City,1.2871210933864277,2
1870,Dine In,68,3.5,-0.3055430944029022,-0.3017506270014041,0,0,1326,20,Brigade Road,1.2871210933864277,2
1871,Dine in Restaurant,68,3.4,-0.3072319145193232,-0.08491502075496535,0,0,2050,6,BTM,0.48047071246461687,1
1872,Dine One One Restaurant,21,3.6,-0.29372135358795554,-0.08491502075496535,1,0,2022,1,Bannerghatta Road,0.48047071246461687,1
1873,Dinemaster Gogo's,68,3.4,-0.3106095547521651,-0.5185862332478428,1,0,757,10,Hosur Road,0.48047071246461687,0
1874,Dinepost 9,33,3.6,-0.28189961277300885,-0.1933328238781847,1,0,1537,29,Whitefield,0.48047071246461687,1
1875,DinePost9,33,3.8,1.0286247975696536,-0.1933328238781847,1,0,1805,3,Marathahalli,1.2871210933864277,1
1876,Dining Hut,68,3.5,-0.30216545417006035,-0.3017506270014041,1,0,1617,0,Kumaraswamy Layout,0.48047071246461687,2
1877,Dipd N Chocolate,14,2.8,-0.2515008506774316,-0.5185862332478428,1,0,541,6,Koramangala 7th Block,-0.3261796684571938,0
1878,District 6 Pub Brewery & Kitchen,59,4.3,3.592253734296666,2.7339478604487386,0,0,1140,22,Malleshwaram,2.900421855230049,3
1879,Dive,66,4.3,0.9610719929128154,1.6497698292165446,0,1,861,23,Marathahalli,-0.3261796684571938,3
1880,Divina - Eden Park Restaurants,34,4.0,-0.07079709822038924,-0.3017506270014041,0,0,962,2,Jayanagar,-1.1328300493790044,2
1881,Diya's Findish,68,3.3,-0.30892073463574415,-0.08491502075496535,1,0,1533,1,Bommanahalli,0.48047071246461687,1
1882,Django,14,4.0,0.03390974899771009,0.5655917979843509,1,1,591,11,Indiranagar,2.0937714743082383,3
1883,Dock Frost'd,11,4.6,-0.13328344252796465,-0.3017506270014041,1,0,268,5,Marathahalli,-0.3261796684571938,2
1884,Doctor Juice,9,3.9,-0.2481232104445897,-0.5185862332478428,1,0,1272,14,Kammanahalli,-0.3261796684571938,0
1885,Dodda Mane Baaduta,68,3.5,-0.29372135358795554,-0.6270040363710622,1,0,1802,0,Banashankari,1.2871210933864277,0
1886,Dodda Mane Donne Biryani,68,3.1,-0.28696607312227174,-0.3017506270014041,0,1,315,5,Brookefield,0.48047071246461687,2
1887,Doff Pub and Lounge,53,4.1,1.945654120786233,2.0834410417094222,0,1,809,11,Indiranagar,4.513722617073671,3
1888,Dolci Desserts,18,4.3,0.782057060572194,0.4571739948611315,1,0,541,4,Cunningham Road,-0.3261796684571938,3
1889,Dolphin Bar,27,3.8,-0.21603562823259154,0.9992630104772284,0,0,696,9,Frazer Town,1.2871210933864277,3
1890,Domino's Pizza,68,2.4,-0.028576595309865314,-0.3017506270014041,1,0,1875,23,Marathahalli,-0.3261796684571938,2
1891,Doner Bel,68,3.4,-0.21096916788332865,-0.3017506270014041,0,0,2168,24,New BEL Road,-0.3261796684571938,2
1892,Donne Biriyani Angadi Mane,68,3.4,-0.17888158567133047,-0.6270040363710622,1,0,318,22,Sadashiv Nagar,-0.3261796684571938,0
1893,Donne Biriyani House,68,3.1,-0.10119586031596646,-0.5185862332478428,1,0,307,28,Sarjapur Road,-1.1328300493790044,0
1894,Donne Biriyani Mane,21,3.8,-0.047153616590495835,-0.3017506270014041,1,0,350,11,Jeevan Bhima Nagar,-0.3261796684571938,2
1895,Donne Biryani,68,3.2,-0.30216545417006035,-0.7354218394942816,0,0,307,2,Shanti Nagar,-1.1328300493790044,0
1896,Donne Biryani & Egg Rice Adda,68,3.3,-0.3055430944029022,-0.7354218394942816,0,0,1281,24,New BEL Road,-0.3261796684571938,0
1897,Donne Biryani & Kabab Corner,68,3.3,-0.2987878139372184,-0.7354218394942816,1,0,660,0,Kumaraswamy Layout,-0.3261796684571938,0
1898,Donne Biryani Angadi Mane,68,3.1,-0.3055430944029022,-0.6270040363710622,0,0,392,11,Thippasandra,-0.3261796684571938,0
1899,Donne Biryani Hatti,68,3.6,-0.2734555121909041,-0.5185862332478428,1,0,307,4,Vasanth Nagar,-1.1328300493790044,0
1900,Donne Biryani House,33,3.7,-0.20083624718480292,-0.41016843012462345,1,0,1988,10,HSR,-0.3261796684571938,2
1901,Donne Biryani Kuteera,68,3.7,0.1825259192427543,-0.7354218394942816,1,0,307,14,Banaswadi,-1.1328300493790044,0
1902,Donne Biryani Mane,68,3.2,-0.3072319145193232,-0.5185862332478428,1,0,307,4,Wilson Garden,-1.1328300493790044,0
1903,Donut Cafe,39,3.9,-0.04377597635765392,-0.6270040363710622,1,0,976,8,Electronic City,-0.3261796684571938,0
1904,Doof,33,4.0,0.3074986078579051,-0.1933328238781847,1,0,1019,8,Electronic City,-0.3261796684571938,1
1905,Dosa Bazaar,68,3.9,-0.12990580229512272,-0.7354218394942816,1,0,2134,6,JP Nagar,-0.3261796684571938,0
1906,Dosa Cafe,68,3.4,-0.3072319145193232,-0.9956245669900081,0,0,1977,26,Vijay Nagar,-1.1328300493790044,0
1907,Dosa Corner,68,2.8,-0.2515008506774316,-0.7354218394942816,1,0,1977,3,Sarjapur Road,-1.1328300493790044,0
1908,Dosa Plaza,68,3.8,-0.08430765915175689,-0.7354218394942816,1,0,2051,6,Koramangala 5th Block,1.2871210933864277,0
1909,Dosa Time,79,3.8,-0.14003872299364847,-0.7354218394942816,1,0,1977,3,Sarjapur Road,-1.1328300493790044,0
1910,Dosalicious,68,3.3,-0.3072319145193232,-0.843839642617501,1,0,1977,6,Koramangala 6th Block,-1.1328300493790044,0
1911,Dose Manjanna,68,2.8,-0.2515008506774316,-0.9522574457407204,0,0,1977,2,Jayanagar,-1.1328300493790044,0
1912,Dot.yum - Aloft Hotel,21,3.9,0.1470606967979142,3.167619072941616,0,1,1241,29,Whitefield,1.2871210933864277,3
1913,Double Blend,9,3.6,-0.3004766340536394,-0.7354218394942816,1,0,289,6,BTM,0.48047071246461687,0
1914,Double Decker,6,4.3,4.158008473297687,1.6497698292165446,0,1,904,4,Brigade Road,-0.3261796684571938,3
1915,Downtown,64,3.7,0.17577063877707047,0.9992630104772284,0,0,1640,4,Residency Road,-0.3261796684571938,3
1916,Dr. Bubbles,11,4.2,-0.158615744274279,-0.3017506270014041,1,0,268,2,Jayanagar,-0.3261796684571938,2
1917,Dr. Harry's Chick Blast,68,3.5,-0.27514433230732505,-0.08491502075496535,1,0,798,14,Rammurthy Nagar,-1.1328300493790044,1
1918,Dr. Shawarma,68,3.5,-0.3122983748685861,-0.7354218394942816,1,0,1771,10,HSR,0.48047071246461687,0
1919,Dr. Sheesha,14,4.1,2.1212914128940126,0.5655917979843509,0,1,483,13,JP Nagar,1.2871210933864277,3
1920,Draggers Cafﾃδεつεδづつεδεつづδづつεδεつεδづつづδεつづδづつｩ,14,4.1,0.1436830565650723,0.7824274042307897,1,0,527,14,Kalyan Nagar,0.48047071246461687,3
1921,Draggers Cafﾃδεつεδづつεδεつづδづつεδεつεδづつづδεつづδづつεδεつεδづつεδεつづδづつづδεつεδづつづδεつづδづつｩ,14,4.0,0.14874951691433516,0.7824274042307897,1,0,527,15,Kalyan Nagar,0.48047071246461687,3
1922,Dragon Box,79,3.0,-0.2987878139372184,-0.1933328238781847,1,0,711,5,Whitefield,-0.3261796684571938,1
1923,Dragon's Kitchen,21,3.1,0.09977373353812741,-0.08491502075496535,1,0,643,6,HSR,-1.1328300493790044,1
1924,D-Ra's Delicacy,33,3.5,-0.2515008506774316,-0.3017506270014041,0,0,654,18,Koramangala 7th Block,-0.3261796684571938,2
1925,Drava,53,4.3,-0.12652816206228082,2.0834410417094222,0,1,1872,16,Koramangala 5th Block,1.2871210933864277,3
1926,Dream a Dozen,33,4.3,-0.09612939996670358,-0.5185862332478428,1,0,213,1,JP Nagar,-0.3261796684571938,0
1927,Dream Coffee House,14,3.2,-0.30892073463574415,-0.5185862332478428,0,0,452,22,Malleshwaram,-0.3261796684571938,0
1928,Dream Scoopers,34,3.4,-0.29203253347153457,-0.7354218394942816,0,0,1194,14,Kalyan Nagar,-0.3261796684571938,0
1929,Dreamcatcher,14,3.9,-0.23630146962964302,0.13192058549147342,1,0,431,1,Bannerghatta Road,-1.1328300493790044,1
1930,Dreamland Food Corner,68,3.7,-0.2481232104445897,-0.3017506270014041,1,0,1056,14,Hennur,-0.3261796684571938,2
1931,Dreams Cafe - All Day English Food St.,14,3.8,0.06937497144255018,0.13192058549147342,1,0,503,16,Koramangala 1st Block,0.48047071246461687,1
1932,Dream's Kitchen,21,3.1,-0.3072319145193232,0.34875619173791217,0,0,1463,1,Bannerghatta Road,0.48047071246461687,3
1933,Driven Cafe,14,3.4,-0.11301760113091315,0.13192058549147342,1,0,463,4,Residency Road,0.48047071246461687,1
1934,Drunken Monkey,12,3.1,-0.2954101737043765,-0.3017506270014041,1,0,270,11,CV Raman Nagar,-0.3261796684571938,2
1935,Drunkling - Sizzlers and Pub,22,4.4,0.26190046471453926,0.9992630104772284,1,1,674,13,Koramangala 5th Block,2.900421855230049,3
1936,Dry Dock Cafe,68,3.6,-0.30216545417006035,-0.7354218394942816,0,0,2135,6,Koramangala 5th Block,-0.3261796684571938,0
1937,DS Juice Cafﾃδεつεδづつεδεつづδづつεδεつεδづつづδεつづδづつｩ & Grill,68,3.2,-0.20590270753406578,-0.7354218394942816,1,0,1069,10,HSR,0.48047071246461687,0
1938,Dtink Lab,68,2.8,-0.2515008506774316,-0.9956245669900081,0,0,296,0,Banashankari,-0.3261796684571938,0
1939,Dublin - ITC Windsor,5,4.1,-0.003244293563550959,4.25179710417381,0,1,992,22,Sankey Road,-1.1328300493790044,3
1940,Dum & Oven,21,3.7,-0.27007787195806215,0.13192058549147342,0,0,1698,6,HSR,0.48047071246461687,1
1941,Dum Biryani Hub,68,3.9,-0.21096916788332865,0.34875619173791217,1,0,307,6,BTM,-1.1328300493790044,3
1942,Dum Pukht Jolly Nabobs - ITC Windsor,42,4.3,0.17239299854422857,7.504331197870391,0,1,1455,22,Sankey Road,-1.1328300493790044,3
1943,Dunkin' Donuts,72,2.8,-0.2515008506774316,-0.5185862332478428,0,0,962,3,Sarjapur Road,-1.1328300493790044,0
1944,Durbar Greens Family Restaurant,21,3.6,-0.30216545417006035,0.34875619173791217,0,0,1617,6,Hosur Road,0.48047071246461687,3
1945,Durbari Restaurant,21,3.2,-0.3122983748685861,0.13192058549147342,0,0,1596,13,JP Nagar,0.48047071246461687,1
1946,Durga Bikaner Sweets,68,3.7,-0.29372135358795554,-0.9522574457407204,0,0,2118,2,Jayanagar,-0.3261796684571938,0
1947,Durga Mess,58,3.6,-0.2633225914923783,-0.843839642617501,0,0,1455,24,New BEL Road,-1.1328300493790044,0
1948,Durga Sagar,68,3.3,-0.3055430944029022,-0.843839642617501,1,0,1977,2,Shanti Nagar,-1.1328300493790044,0
1949,DVG Benne Dosa,68,4.0,-0.27683315242374595,-0.843839642617501,1,0,1977,11,Domlur,-1.1328300493790044,0
1950,Dwaraka Grand,21,3.9,-0.10288468043238741,-0.08491502075496535,1,0,2020,0,Kumaraswamy Layout,1.2871210933864277,1
1951,Dwaraka Krishna,80,3.7,0.23319052273538302,-0.08491502075496535,1,0,1497,6,BTM,0.48047071246461687,1
1952,Dyu Art Cafe,14,4.5,6.142372110092311,0.5655917979843509,0,0,585,6,Koramangala 5th Block,0.48047071246461687,3
1953,D-Zaprino,80,2.8,-0.2515008506774316,-0.41016843012462345,1,0,1036,14,Nagawara,0.48047071246461687,2
1954,E - City Combos,80,3.5,-0.30892073463574415,-0.41016843012462345,1,0,2052,8,Electronic City,1.2871210933864277,2
1955,E Foods Regalia,68,3.1,-0.3004766340536394,0.023502782368254035,0,0,2003,8,Electronic City,-0.3261796684571938,1
1956,E2 - Entrﾃδεつεδづつεδεつづδづつεδεつεδづつづδεつづδづつｩe Envoy,33,3.5,-0.29709899382079746,0.023502782368254035,0,0,724,1,BTM,0.48047071246461687,1
1957,Eagle Bar & Restaurant,22,3.1,-0.2954101737043765,0.34875619173791217,0,0,1516,12,JP Nagar,-0.3261796684571938,3
1958,Eagle Ridge,21,3.2,-0.3055430944029022,0.34875619173791217,0,1,2050,1,Bannerghatta Road,0.48047071246461687,3
1959,Eagles Pizza,21,3.6,-0.2954101737043765,-0.3017506270014041,1,0,1877,6,Koramangala 7th Block,-0.3261796684571938,2
1960,Earth Plate Express,46,3.9,-0.2633225914923783,0.13192058549147342,1,0,1222,1,JP Nagar,-0.3261796684571938,1
1961,Earthen Bowl,14,3.9,-0.16705984485638378,0.34875619173791217,0,0,572,23,Marathahalli,-0.3261796684571938,3
1962,East Delicious,21,4.0,0.5202899425269457,0.13192058549147342,1,0,775,5,Marathahalli,-0.3261796684571938,1
1963,East- The Oterra,42,4.0,-0.22785736904753823,3.6012902854344935,0,1,795,8,Electronic City,1.2871210933864277,3
1964,Easy Bites,80,2.8,-0.2515008506774316,-0.5185862332478428,1,0,1091,8,Electronic City,-0.3261796684571938,0
1965,Easy Tiger,6,4.3,3.4639034054486735,1.2160986167236671,0,0,1114,4,Church Street,-0.3261796684571938,3
1966,Eat & Drink,70,3.5,-0.2954101737043765,-0.5185862332478428,1,0,1043,22,New BEL Road,0.48047071246461687,0
1967,Eat And Be Fit,68,2.8,-0.2515008506774316,-0.6270040363710622,1,0,388,5,Whitefield,0.48047071246461687,0
1968,Eat At Nite,80,3.0,-0.2211020885818544,-0.3017506270014041,1,0,1608,9,Frazer Town,0.48047071246461687,2
1969,Eat Eroo - Bombay Vada Pav,68,3.3,-0.3122983748685861,-0.7354218394942816,0,0,2117,23,Brookefield,-0.3261796684571938,0
1970,Eat Eroo - South China,68,3.8,0.30580978774148415,-0.41016843012462345,1,0,2003,23,Marathahalli,-0.3261796684571938,2
1971,Eat Food,33,2.8,-0.2515008506774316,-0.3017506270014041,1,0,1676,11,Indiranagar,1.2871210933864277,2
1972,Eat N Drink,68,3.8,-0.26501141160879926,-0.6270040363710622,0,0,1011,10,Bommanahalli,-1.1328300493790044,0
1973,Eat N Drinks,68,3.4,-0.3072319145193232,-0.843839642617501,1,0,1289,3,Bellandur,-0.3261796684571938,0
1974,Eat N Meet,68,2.7,-0.05222007693975871,-0.08491502075496535,1,0,1327,8,Electronic City,2.0937714743082383,1
1975,Eat N Pack,68,3.3,-0.3122983748685861,-0.843839642617501,0,0,1288,19,BTM,-1.1328300493790044,0
1976,Eat Repeat,68,3.9,-0.14848282357575326,-0.843839642617501,1,0,1977,0,Basavanagudi,-1.1328300493790044,0
1977,Eat Repeat Express,21,3.2,-0.2852772530058508,0.34875619173791217,1,0,1803,1,JP Nagar,2.0937714743082383,3
1978,Eat Sleep Eat Repeat,68,3.5,-0.29203253347153457,-0.7354218394942816,1,0,729,6,Koramangala 5th Block,0.48047071246461687,0
1979,Eat Street,68,4.2,2.266529942906215,0.13192058549147342,0,0,1579,16,Koramangala 6th Block,2.0937714743082383,1
1980,Eat up's Cloud Kitchen,33,2.8,-0.2515008506774316,-0.7354218394942816,0,0,100,16,Koramangala 1st Block,4.513722617073671,0
1981,Eat Well,33,2.9,-0.28189961277300885,-0.3017506270014041,1,0,1516,1,JP Nagar,-0.3261796684571938,2
1982,eat.fit,33,4.4,0.16563771807854474,-0.08491502075496535,1,0,1164,14,Nagawara,2.900421855230049,1
1983,Eatapita,68,4.0,-0.10288468043238741,0.13192058549147342,1,0,139,9,Kammanahalli,2.0937714743082383,1
1984,Eatato Snack Bar,21,3.3,-0.3004766340536394,-0.3017506270014041,0,0,1672,7,Brigade Road,-0.3261796684571938,2
1985,Eaternet,68,3.6,-0.2785219725401669,-0.5185862332478428,0,0,1628,6,BTM,0.48047071246461687,0
1986,Eater's Cart,80,3.5,-0.29203253347153457,-0.6270040363710622,1,0,680,22,Rajajinagar,1.2871210933864277,0
1987,Eatery Have U Been,20,3.4,-0.2599449512595364,-0.08491502075496535,1,0,484,6,BTM,2.0937714743082383,1
1988,Eating Love,14,4.3,-0.06741945798754732,0.5655917979843509,1,0,589,3,Sarjapur Road,0.48047071246461687,3
1989,Eatsaa,68,3.5,-0.3055430944029022,-0.5185862332478428,0,0,643,24,New BEL Road,-1.1328300493790044,0
1990,Eatsomnia,33,2.8,-0.2515008506774316,-0.08491502075496535,1,0,1805,1,JP Nagar,1.2871210933864277,1
1991,Eatsy,80,3.5,-0.2987878139372184,-0.5185862332478428,0,0,1783,8,Electronic City,-0.3261796684571938,0
1992,EatWater,22,4.2,-0.11470642124733411,-0.3017506270014041,0,0,1451,20,Lavelle Road,-1.1328300493790044,2
1993,Eatwell Restaurant,68,3.0,-0.3055430944029022,-0.3017506270014041,1,0,328,3,Sarjapur Road,0.48047071246461687,2
1994,Eatzgreen,68,3.8,-0.2211020885818544,-0.08491502075496535,1,0,1174,5,Marathahalli,2.0937714743082383,1
1995,Ebony,21,4.3,4.960198028597641,2.0834410417094222,1,1,1783,4,MG Road,-0.3261796684571938,3
1996,EC Dine Restaurant,21,3.4,-0.2802107926565879,-0.08491502075496535,1,0,2075,8,Electronic City,0.48047071246461687,1
1997,ECHOES Koramangala,17,4.7,5.080104256863529,0.4571739948611315,0,0,644,6,Koramangala 5th Block,2.0937714743082383,3
1998,Eddy's Cafe,14,4.1,-0.0876852993845988,0.4571739948611315,1,0,449,11,Indiranagar,4.513722617073671,3
1999,Eden Huts Dhaba,21,3.6,-0.2633225914923783,-0.08491502075496535,0,0,718,8,Electronic City,-0.3261796684571938,1
2000,Eden Huts Restaurant,21,4.0,0.04066502946339392,-0.3017506270014041,0,0,718,3,Bellandur,-0.3261796684571938,2
2001,Eden Park,21,4.1,0.7145042559153557,1.2160986167236671,1,1,50,4,Cunningham Road,2.900421855230049,3
2002,Edo Restaurant & Bar - ITC Gardenia,42,4.3,0.07106379155897115,7.504331197870391,0,1,1256,4,Richmond Road,-1.1328300493790044,3
2003,Egg House,68,2.9,-0.2954101737043765,-0.3017506270014041,0,0,881,6,Koramangala 5th Block,0.48047071246461687,2
2004,Egg Star,33,3.6,-0.28696607312227174,-0.5185862332478428,1,0,1171,6,HSR,-0.3261796684571938,0
2005,EggFactor - Street House,52,4.1,-0.21603562823259154,-0.7354218394942816,1,0,1011,6,HSR,-1.1328300493790044,0
2006,Eggstacy,68,4.0,0.07444143179181306,-0.08491502075496535,1,0,1054,22,New BEL Road,0.48047071246461687,1
2007,Eggzotic,68,3.9,0.3412750101863242,-0.08491502075496535,0,0,1541,25,Domlur,1.2871210933864277,1
2008,El Salver,21,3.9,-0.1940809667191191,0.34875619173791217,1,1,320,6,BTM,2.900421855230049,3
2009,Elegant Dining,21,3.6,0.0609308708604454,0.34875619173791217,1,1,367,1,Bannerghatta Road,0.48047071246461687,3
2010,Elements - Mapple Express,21,2.9,-0.2329238293968011,0.13192058549147342,0,0,1565,5,Whitefield,0.48047071246461687,1
2011,Elements Eatery,21,4.0,0.7077489754496719,1.2160986167236671,0,1,953,9,Frazer Town,-0.3261796684571938,3
2012,Ella's Petscape Cafe,14,4.0,-0.28696607312227174,0.34875619173791217,0,0,562,28,Sarjapur Road,1.2871210933864277,3
2013,Elmas Restaurant,21,3.4,-0.2616337713759574,0.24033838861469278,1,0,1719,6,Koramangala 7th Block,2.900421855230049,3
2014,Elongo's,5,3.9,-0.23799028974606395,0.7824274042307897,0,0,1135,11,Indiranagar,0.48047071246461687,3
2015,Ember The Calabash,14,4.1,0.8107670025513503,0.5655917979843509,1,0,580,22,New BEL Road,1.2871210933864277,3
2016,Embers - Nandhana Grand Hotel,21,3.8,-0.25487849091027354,0.7824274042307897,0,0,1841,6,Koramangala 6th Block,2.0937714743082383,3
2017,Empark Inn Restaurant,68,3.7,-0.25487849091027354,-0.41016843012462345,0,0,1617,2,Jayanagar,0.48047071246461687,2
2018,Empire Juice Shop,9,2.7,-0.24643439032816875,-0.843839642617501,0,0,1264,26,Malleshwaram,-1.1328300493790044,0
2019,Empire Restaurant,21,3.7,3.382840039860467,0.4571739948611315,1,0,1761,28,Bellandur,1.2871210933864277,3
2020,Enchanted Garden,23,4.3,0.23825698308464588,1.8666054354629835,1,1,1660,5,Whitefield,1.2871210933864277,3
2021,Encyclofoodia,68,3.9,-0.27514433230732505,-0.41016843012462345,0,0,1307,1,Bannerghatta Road,-0.3261796684571938,2
2022,Energy Addaa,68,4.2,-0.21096916788332865,-0.08491502075496535,1,0,1925,0,Basavanagudi,3.70707223615186,1
2023,Enerjuvate Studio & Cafe,14,4.2,0.9154738497694496,0.5655917979843509,0,1,502,2,Jayanagar,4.513722617073671,3
2024,Engine,22,3.3,-0.29203253347153457,0.8908452073540091,0,0,402,4,Ulsoor,2.0937714743082383,3
2025,English Channel,64,3.7,-0.23967910986248492,1.4329342229701059,0,0,1109,2,Jayanagar,-1.1328300493790044,3
2026,Enroute,68,3.1,-0.2802107926565879,-0.5185862332478428,0,0,856,10,HSR,-0.3261796684571938,0
2027,Ente Keralam,21,4.0,1.5302043721466778,1.6497698292165446,1,0,1314,11,Ulsoor,-0.3261796684571938,3
2028,Entree cafe,15,3.7,-0.2244797288146963,-0.3017506270014041,1,0,456,8,Electronic City,0.48047071246461687,2
2029,Entropy Cafe,14,4.1,0.5338005034583133,0.13192058549147342,1,0,486,6,Koramangala 6th Block,2.0937714743082383,1
2030,Envy,53,3.4,-0.30385427428648126,0.9992630104772284,0,0,1109,8,Electronic City,-1.1328300493790044,3
2031,Epic Biryani,80,2.8,-0.2515008506774316,-0.5185862332478428,0,0,350,5,Whitefield,-0.3261796684571938,0
2032,Equinox Bar - DoubleTree Suites By Hilton,53,3.9,-0.23123500928038013,2.9507834666951775,0,1,961,3,Sarjapur Road,3.70707223615186,3
2033,Erivum Puliyum,68,3.9,-0.2329238293968011,-0.08491502075496535,1,0,1328,5,Brookefield,0.48047071246461687,1
2034,Esfahan Restaurant,21,3.5,-0.06910827810396827,0.34875619173791217,1,0,1723,8,Electronic City,1.2871210933864277,3
2035,Eshanya,21,4.1,1.4998056100511006,0.9992630104772284,1,1,1516,2,Jayanagar,-0.3261796684571938,3
2036,Eshmeet Da Dhaba,21,3.1,-0.11639524136375506,-0.08491502075496535,1,0,1516,6,Koramangala 6th Block,-0.3261796684571938,1
2037,Esplanade,21,4.3,2.3205721866316855,0.9992630104772284,0,0,236,11,Indiranagar,-1.1328300493790044,3
2038,Essential Kitchen,68,3.3,-0.3122983748685861,-0.08491502075496535,0,0,685,13,Wilson Garden,-0.3261796684571938,1
2039,Estaa Sweets,77,3.3,-0.3106095547521651,-0.5185862332478428,1,0,1397,5,Whitefield,-1.1328300493790044,0
2040,Estia - Aloft Hotel,21,4.1,-0.1856368661370143,2.300276647955861,0,1,1373,29,Whitefield,-1.1328300493790044,3
2041,Eten,33,3.8,-0.26501141160879926,0.13192058549147342,0,0,1922,1,JP Nagar,-0.3261796684571938,1
2042,Euki,21,4.0,0.6148638690465192,0.7824274042307897,1,1,1234,13,Jayanagar,-0.3261796684571938,3
